Год;Месяц;Компания;Бренд;Модель;Модификация;Год выпуска;Страна-производитель;Вид топлива;Объём двиг, л,;Коробка передач;Тип привода;Сегмент;Регион;Наименование дилерского центра;Тип клиента;Форма расчета;Количество;Цена, USD;Продажа, USD;Область;Сегментация 2013;Класс 2013;Сегментация Eng;Локализация производства
2019;Сентябрь;Mercur Auto;Audi;A8;A8L TFSI;2018;Германия;Бензин;3;Tiptronic;quattro;Легковые автомобили Premium;Алматы;Mercur Auto Алматы;Юр. Лицо;Безналичная;1;121300;121300;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Сентябрь;Mercur Auto;Audi;A8;A8L TFSI;2018;Германия;Бензин;3;Tiptronic;quattro;Легковые автомобили Premium;Алматы;Mercur Auto Алматы;Юр. Лицо;Безналичная;1;124300;124300;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Январь;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;;1;47835,59084;47835,59084;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;Наличная;1;49296,33248;49296,33248;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Нур-Султан;Mercur Auto Астана;Физ. Лицо;наличный;1;49100;49100;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;Без.Наличный;1;56563;56563;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;Без.Наличный;1;56250;56250;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;наличный;1;56719;56719;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;S-Tronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;Без.Наличный;1;58750;58750;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Август;Mercur Auto;Audi;Q5;TFSI;2017;Германия;Бензин;2;Tiptronic;quattro;Внедорожники Premium;Нур-Султан;Mercur Auto Астана;Физ. Лицо;наличный;1;58723,466;58723,466;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Mercur Auto;Audi;Q7;TFSI;2017;Германия;Бензин;3;Tiptronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Физ. Лицо;Без.Наличный;1;88750;88750;г.Алматы;Внедорожники;Полноразмерные SUV;K3;Импорт
2019;Май;Mercur Auto;Audi;Q7;TDI;2018;Германия;Дизель;3;Tiptronic;quattro;Внедорожники Premium;Алматы;Mercur Auto Алматы;Юр. Лицо;безналичный;1;72108;72108;г.Алматы;Внедорожники;Полноразмерные SUV;K3;Импорт
2019;Май;Mercur Auto;Audi;Q7;TFSI;2017;Германия;Бензин;3;Tiptronic;quattro;Внедорожники Premium;Нур-Султан;Mercur Auto Астана;Физ. Лицо;наличный;1;72215;72215;г.Нур-Султан;Внедорожники;Полноразмерные SUV;K3;Импорт
2019;Май;Автоцентр-Бавария;BMW;3 серия;330i;2019;Германия;Бензин;2;АКПП;Задний;;Нур-Султан;Автоцентр-Бавария Астана;;;2;41038,50199;82077,00398;г.Нур-Султан;Легковые автомобили;D класс;D;Импорт
2019;Июль;Автоцентр-Бавария;BMW;3 серия;330i;2018;Германия;Бензин;2;АКП;Задний;;Алматы;Автоцентр-Бавария Алматы;;;1;40635,43936;40635,43936;г.Алматы;Легковые автомобили;D класс;D;Импорт
2019;Январь;Автоцентр-Бавария;BMW;5 серия;530i;2018;Германия;Бензин;2;Steptronic;Задний;Легковые автомобили;Нур-Султан;Автоцентр-Бавария Астана;;;1;45118,74071;45118,74071;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Январь;Автоцентр-Бавария;BMW;5 серия;530i;2018;Германия;Бензин;2;Steptronic;Задний;Легковые автомобили;Алматы;Автоцентр-Бавария Алматы;;;1;45118,74071;45118,74071;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Январь;Автоцентр-Бавария;BMW;5 серия;520i;2018;Германия;Бензин;2;Steptronic;Задний;Легковые автомобили;Алматы;Автоцентр-Бавария Алматы;;;1;37560,18878;37560,18878;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;5 серия;520i;2018;Германия;Бензин;2;АКПП;Задний;;Нур-Султан;Автоцентр-Бавария Астана;;;1;37611,10292;37611,10292;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;50769,16679;50769,16679;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;50769,16679;50769,16679;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Март;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;4;50885,94164;203543,7666;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Март;Автоцентр-Бавария;BMW;5 серия;530i;2018;Германия;Бензин;2;АКПП;Задний;;Нур-Султан;Автоцентр-Бавария Астана;;;2;45283,81963;90567,63926;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Март;Автоцентр-Бавария;BMW;5 серия;520i;2018;Германия;Бензин;2;АКПП;Задний;;Нур-Султан;Автоцентр-Бавария Астана;;;1;37697,61273;37697,61273;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Март;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;50885,94164;101771,8833;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;5 серия;M5;2019;Германия;Бензин;4,4;AT;AWD;;Нур-Султан;Автоцентр-Бавария Астана;;;1;121724,0553;121724,0553;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;AT;AWD;;Нур-Султан;Автоцентр-Бавария Астана;;;3;50544,46485;151633,3945;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;5 серия;M5;2019;Германия;Бензин;4,4;AT;AWD;;Алматы;Автоцентр-Бавария Алматы;;;1;121724,0553;121724,0553;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;AT;AWD;;Алматы;Автоцентр-Бавария Алматы;;;3;50544,46485;151633,3945;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Май;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;1;48996,10625;48996,10625;Восточно-Казахстанская область;Легковые автомобили;E класс;E;Импорт
2019;Май;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;48996,10625;48996,10625;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Май;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2018;Германия;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;48996,10625;48996,10625;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;2;48739,10718;97478,21436;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;5 серия;530i;2019;Германия;Бензин;2;АКПП;Задний;;Нур-Султан;Автоцентр-Бавария Астана;;;1;43311,08596;43311,08596;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;5 серия;520i;2019;Германия;Бензин;2;АКПП;Задний;;Нур-Султан;Автоцентр-Бавария Астана;;;1;35960,64056;35960,64056;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;5 серия;530i;2019;Германия;Бензин;2;АКПП;Задний;;Алматы;Автоцентр-Бавария Алматы;;;1;43311,08596;43311,08596;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Июль;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;48514,88744;48514,88744;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Август;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;48148,71169;48148,71169;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Август;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;48148,71169;96297,42337;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;5 серия;530i;2019;Германия;Бензин;2;АКПП;Задний;;Алматы;Автоцентр-Бавария Алматы;;;1;42746,52963;42746,52963;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;48103,79706;96207,59411;г.Алматы;Легковые автомобили;E класс;E;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;4;48103,79706;192415,1882;г.Нур-Султан;Легковые автомобили;E класс;E;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;1;48103,79706;48103,79706;Восточно-Казахстанская область;Легковые автомобили;E класс;E;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;5 серия;530i xDrive;2019;Германия;Бензин;2;АКПП;Полный;;Уральск;ЖАЙЫК HYUNDAI MOTORS;;;1;48103,79706;48103,79706;Западно-Казахстанская область;Легковые автомобили;E класс;E;Импорт
2019;Январь;Автоцентр-Бавария;BMW;6 серия;630i;2018;Германия;Бензин;2;Steptronic;Задний;Легковые автомобили;Алматы;Автоцентр-Бавария Алматы;;;1;53491,29053;53491,29053;г.Алматы;Легковые автомобили;Спортивные автомобили;G2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;7 серия;750Li xDrive;2018;Германия;Бензин;4,4;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;107360,4857;107360,4857;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Май;Автоцентр-Бавария;BMW;7 серия;M760Li xDrive;2019;Германия;Бензин;6,6;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;144373,6774;144373,6774;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;7 серия;740Li xDrive;;Германия;Бензин;3;АКПП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;1;93520,28222;93520,28222;Восточно-Казахстанская область;Легковые автомобили;F класс;F;Импорт
2019;Июль;Автоцентр-Бавария;BMW;7 серия;740Li xDrive;2019;Германия;Бензин;3;АКП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;93090,05084;186180,1017;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Август;Автоцентр-Бавария;BMW;7 серия;740Li xDrive;2019;Германия;Бензин;3;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;92387,43518;92387,43518;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;7 серия;740Li xDrive;2019;Германия;Бензин;3;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;92301,25328;92301,25328;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;7 серия;M760Li xDrive;2019;Германия;Бензин;6,6;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;141744,3672;141744,3672;г.Алматы;Легковые автомобили;F класс;F;Импорт
2019;Январь;Автоцентр-Бавария;BMW;X1;X1 xDrive 20i;2018;Германия;Бензин;2;Steptronic;Полный;Легковые автомобили;Нур-Султан;Автоцентр-Бавария Астана;;;2;36397,33464;72794,66929;г.Нур-Султан;Внедорожники;Компактные SUV;K1;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X1;X1 xDrive 20i;2019;Германия;Бензин;2;AT;AWD;;Усть-Каменогорск;Автоцентр Бавария Восток;;;1;36285,36123;36285,36123;Восточно-Казахстанская область;Внедорожники;Компактные SUV;K1;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X1;X1 xDrive 20i;2019;Германия;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;35960,64056;35960,64056;г.Нур-Султан;Внедорожники;Компактные SUV;K1;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X1;X1 sDrive 18i;2019;Германия;Бензин;1,5;АКПП;Передний;;Нур-Султан;Автоцентр-Бавария Астана;;;1;29288,69782;29288,69782;г.Нур-Султан;Внедорожники;Компактные SUV;K1;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X1;X1 sDrive 18i;2019;Германия;Бензин;1,5;АКПП;Передний;;Алматы;Автоцентр-Бавария Алматы;;;1;29288,69782;29288,69782;г.Алматы;Внедорожники;Компактные SUV;K1;Импорт
2019;Июль;Автоцентр-Бавария;BMW;X1;X1 xDrive 20i;2019;Германия;Бензин;2;АКП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;35795,20697;35795,20697;г.Нур-Султан;Внедорожники;Компактные SUV;K1;Импорт
2019;Июль;Автоцентр-Бавария;BMW;X1;X1 sDrive 18i;2019;Германия;Бензин;1,5;АКП;Передний;;Алматы;Автоцентр-Бавария Алматы;;;1;29153,95788;29153,95788;г.Алматы;Внедорожники;Компактные SUV;K1;Импорт
2019;Август;Автоцентр-Бавария;BMW;X1;X1 xDrive 20i;2019;Германия;Бензин;2;АКПП;Полный;;Костанай;Hyundai Auto Kostanai;;;1;35525,03554;35525,03554;Костанайская область;Внедорожники;Компактные SUV;K1;Импорт
2019;Август;Автоцентр-Бавария;BMW;X1;X1 sDrive 18i;2019;Германия;Бензин;1,5;АКПП;Передний;;Алматы;Автоцентр-Бавария Алматы;;;1;28933,91259;28933,91259;г.Алматы;Внедорожники;Компактные SUV;K1;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;X1;X1 sDrive 18i;2019;Германия;Бензин;1,5;АКПП;Передний;;Алматы;Автоцентр-Бавария Алматы;;;1;28906,92213;28906,92213;г.Алматы;Внедорожники;Компактные SUV;K1;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;X1;X1 xDrive 20i;2019;Германия;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;35491,89667;35491,89667;г.Алматы;Внедорожники;Компактные SUV;K1;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;X1;X1 sDrive 18i;2019;Германия;Бензин;1,5;АКПП;Передний;;Нур-Султан;Автоцентр-Бавария Астана;;;1;28906,92213;28906,92213;г.Нур-Султан;Внедорожники;Компактные SUV;K1;Импорт
2019;Январь;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2018;США;Бензин;2;Steptronic;Полный;Легковые автомобили;Нур-Султан;Автоцентр-Бавария Астана;;;1;44769,88446;44769,88446;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Январь;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2018;США;Бензин;2;Steptronic;Полный;Легковые автомобили;Нур-Султан;Автоцентр-Бавария Астана;;;1;40583,60955;40583,60955;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Январь;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2018;США;Бензин;2;Steptronic;Полный;Легковые автомобили;Алматы;Автоцентр-Бавария Алматы;;;1;44769,88446;44769,88446;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Январь;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2018;США;Бензин;2;Steptronic;Полный;Легковые автомобили;Алматы;Автоцентр-Бавария Алматы;;;1;40583,60955;40583,60955;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2018;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;3;40638,62204;121915,8661;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2018;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;4;40638,62204;162554,4882;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2018;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;4;44830,57159;179322,2864;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2018;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;44933,687;44933,687;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2018;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;40732,09549;40732,09549;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;AT;AWD;;Уральск;ЖАЙЫК HYUNDAI MOTORS;;;1;44632,15359;44632,15359;Западно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;AT;AWD;;Усть-Каменогорск;Автоцентр Бавария Восток;;;2;40458,75741;80917,51483;Восточно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;AT;AWD;;Нур-Султан;Автоцентр-Бавария Астана;;;2;44632,15359;89264,30719;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;AT;AWD;;Нур-Султан;Автоцентр-Бавария Астана;;;2;40458,75741;80917,51483;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;AT;AWD;;Алматы;Автоцентр-Бавария Алматы;;;2;44632,15359;89264,30719;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;AT;AWD;;Алматы;Автоцентр-Бавария Алматы;;;3;40458,75741;121376,2722;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;АКПП;Полный;;Уральск;ЖАЙЫК HYUNDAI MOTORS;;;1;43994,18357;43994,18357;Западно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Уральск;ЖАЙЫК HYUNDAI MOTORS;;;1;39901,70138;39901,70138;Западно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;1;39901,70138;39901,70138;Восточно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;2;43994,18357;87988,36715;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;3;39901,70138;119705,1041;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;39901,70138;79803,40276;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;2;39692,40515;79384,8103;Восточно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;39692,40515;39692,40515;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;43763,42106;43763,42106;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июнь;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;39692,40515;79384,8103;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июль;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;2;39509,80392;79019,60784;Восточно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июль;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;39509,80392;39509,80392;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июль;Автоцентр-Бавария;BMW;X3;X3 xDrive 30i;2019;США;Бензин;2;АКП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;43562,0915;43562,0915;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Июль;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;2;39509,80392;79019,60784;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Август;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Усть-Каменогорск;Автоцентр Бавария Восток;;;1;39211,59583;39211,59583;Восточно-Казахстанская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Август;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;39211,59583;39211,59583;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Сентябрь;Автоцентр-Бавария;BMW;X3;X3 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;39175,01802;39175,01802;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Январь;Автоцентр-Бавария;BMW;X4;X4 xDrive 20i;2018;США;Бензин;2;Steptronic;Полный;Легковые автомобили;Костанай;Hyundai Auto Kostanai;;;1;45351,31154;45351,31154;Костанайская область;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;X4;X4 xDrive 20i;2018;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;45412,78681;45412,78681;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;X4;X4 xDrive 30i;2018;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;45412,78681;45412,78681;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Февраль;Автоцентр-Бавария;BMW;X4;X4 xDrive 20i;2018;США;Бензин;2;АКПП;Полный;;Алматы;Автоцентр-Бавария Алматы;;;1;45412,78681;45412,78681;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Март;Автоцентр-Бавария;BMW;X4;X4 xDrive 20i;2018;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;45517,24138;45517,24138;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Апрель;Автоцентр-Бавария;BMW;X4;X4 xDrive 20i;2019;США;Бензин;2;AT;AWD;;Алматы;Автоцентр-Бавария Алматы;;;2;45211,79195;90423,5839;г.Алматы;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X4;X4 xDrive 30i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;48655,06607;48655,06607;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
2019;Май;Автоцентр-Бавария;BMW;X4;X4 xDrive 20i;2019;США;Бензин;2;АКПП;Полный;;Нур-Султан;Автоцентр-Бавария Астана;;;1;44562,58388;44562,58388;г.Нур-Султан;Внедорожники;Среднеразмерные SUV;K2;Импорт
